Display,Location
"800 54th Avenue, Coliseum Industrial, Oakland",[-122.212099     37.76230158]
"2200 48th Avenue, Fremont, Oakland",[-122.20384256   37.77695133]
"3400 Noyo Street, Woodminster, Oakland",[-122.18432277   37.80428341]
"7200 Doolittle Drive, Oakland",[-122.20718312   37.73012153]
"10200 E Street, North Stonehurst, Oakland",[-122.17218437   37.73772432]
"1600 Poplar Street, West Oakland, Oakland",[-122.28966625   37.80937742]
"700 Hillside Avenue, Albany",[-122.309354    37.8930623]
"1000 Cornell Avenue, Albany",[-122.29530083   37.88735633]
"2000 Rose Street, North Berkeley, Berkeley",[-122.27062      37.88217358]
"1700 Chestnut Street, Northwest Berkeley, Berkeley",[-122.2874379   37.8729444]
"100 Panoramic Way, Berkeley",[-122.24997927   37.86811553]
"2300 Ninth Street, Southwest Berkeley, Berkeley",[-122.2935441   37.8645435]
"0 Francisco Drive, El Dorado Hills",[-121.07360092   38.74198936]
"1500 Kanaka Valley Road, Rescue",[-121.00719764   38.73606749]
"2000 Hideaway Trail, Placerville",[-120.90029371   38.72281454]
"2500 Gold Bug Lane, Placerville",[-120.76372888   38.75714362]
"0 The Plaza Drive, Claremont, Berkeley",[-122.24548393   37.855399  ]
"Pier 2, Emeryville",[-122.30029972   37.8391455 ]
"1300 Powell Street, Emeryville",[-122.28969686   37.84364071]
"2000 Clement Avenue, Alameda",[-122.24853487   37.77575842]
"3000 Calhoun Street, Alameda",[-122.23925311   37.75482942]
"500 Tarryton Isle, West Alameda, Alameda",[-122.27296074   37.76698879]
"22200 Eden Canyon Road, Castro Valley",[-122.02833928   37.72122786]
"20900 Wilbeam Avenue, Castro Valley",[-122.07818039   37.69326283]
"900 Dowling Boulevard, Broadmoor, San Leandro",[-122.14683436   37.73685777]
"300 Dowling Boulevard, Broadmoor District, San Leandro",[-122.15689919   37.73292644]
"1700 Wayne Avenue, Davis Tract, San Leandro",[-122.1682615    37.71862229]
"200 Reva Avenue, Davis Tract, San Leandro",[-122.17416794   37.72377461]
"3600 Pleasant Valley Road, Placerville",[-120.70525139   38.68677011]
"5700 High Lonesome Trail, Placerville",[-120.77746165   38.65468949]
"2500 Marineview Drive, Bay-O-Vista, San Leandro",[-122.12388004   37.72117893]
"14900 Western Avenue, Lower Bal, San Leandro",[-122.13313863   37.70356354]
"1100 143rd Avenue, Lower Bal, San Leandro",[-122.13831785   37.70850815]
"15200 Wiley Street, Washington Manor - Bonaire, San Leandro",[-122.15568388   37.68428318]
"15500 Tracy Street, San Lorenzo",[-122.11316823   37.68778152]
"600 Elgin Street, San Lorenzo",[-122.12478552   37.69882548]
"30600 Palomares Road, Castro Valley",[-121.97522753   37.64455812]
"0 Via Diego, San Lorenzo",[-122.11266288   37.6761546 ]
"15800 Corte Mariana, San Lorenzo",[-122.14736937   37.67211567]
"22500 Lindberg Court, Mission - Foothill, Hayward",[-122.06834522   37.65951052]
"27100 Patrick Avenue, Harder - Tennyson, Hayward",[-122.0809098    37.63595813]
"31800 Veril Way, Fairway Prk, Hayward",[-122.02949167   37.62105377]
"Unnamed Road, Castro Valley",[-121.98690756   37.62090467]
"30100 Ahern Avenue, Union City",[-122.07402885   37.60584545]
"36000 Cherry Street, Newark",[-122.04505414   37.5430965 ]
"Lincoln Avenue, Kerman",[-120.21630134   36.76705351]
"12100 Avenue 22, Chowchilla",[-120.24805604   37.10482234]
"1000 Robertson Boulevard, Chowchilla",[-120.26523482   37.11257115]
"John Slough, Novato",[-122.54215751   38.13594806]
"700 Shoreside Drive, Southwestern Sacramento, Sacramento",[-121.5341771    38.50751381]
"3500 Hicks Valley Road, Novato",[-122.64492104   38.11629038]
"0 Bahama Reef, Novato",[-122.494047     38.04868367]
"Saint Vincents Drive, San Rafael",[-122.52091469   38.0277154 ]
"100 Redwood Drive, Woodacre",[-122.67223883   38.01553252]
"700 Redwood Road, San Anselmo",[-122.56542744   37.97471915]
"0 South Ridgewood Road, Kentfield",[-122.55000263   37.94786882]
"0 Locust Avenue, Larkspur",[-122.53577039   37.93646878]
"0 Spindrift Passage, Corte Madera",[-122.50163954   37.93035861]
"300 Ridgewood Avenue, Mill Valley",[-122.54826376   37.89476133]
"4700 Shoreline Highway, Bolinas",[-122.66583117   37.92502969]
"0 Glynis Falls Court, Southwestern Sacramento, Sacramento",[-121.544128     38.49071206]
"0 Princeville Circle, Pocket, Sacramento",[-121.53408945   38.49044381]
"7300 L Arbre Way, Southwestern Sacramento, Sacramento",[-121.52299204   38.48705165]
"1600 68th Avenue, Southwestern Sacramento, Sacramento",[-121.49823642   38.48870917]
"2200 Matson Drive, Meadowview, Sacramento",[-121.48653246   38.488596  ]
"7800 Amherst Street, Meadowview, Sacramento",[-121.492301     38.47580284]
"5900 Dewey Boulevard, Sacramento",[-121.44683644   38.51885344]
"3900 Shining Star Drive, Southwestern Sacramento, Sacramento",[-121.46119736   38.48799429]
"300 Sun Shower Circle, Southwestern Sacramento, Sacramento",[-121.46034018   38.47832027]
"8600 Folsom Boulevard, Southeastern Sacramento, Sacramento",[-121.39053105   38.55054105]
"100 Bercut Drive, Central Sacramento, Sacramento",[-121.47749664   38.58945541]
"200 Bittenbender Lane, Willits",[-123.36960587   39.4182762 ]
"3200 Vichy Springs Road, Ukiah",[-123.14252987   39.13055388]
"13800 Lombardy Avenue, Turlock",[-120.69032451   37.43726933]
"11000 Olive Avenue, Livingston",[-120.70278455   37.40813518]
"700 Mont Cliff Way, Livingston",[-120.7286095    37.38629208]
"8800 Almond Avenue, Winton",[-120.63813262   37.36464615]
"1000 Carolina Drive, Merced",[-120.45065013   37.3123173 ]
"900 Martin Luther King Junior Way, Merced",[-120.47528135   37.29145525]
"2500 East Childs Avenue, Merced",[-120.44884859   37.28820259]
"14200 Le Grand Road, Le Grand",[-120.18268699   37.20607817]
"500 Sunrise Street, Salinas",[-121.61077227   36.684691  ]
"4500 B Street, Central Sacramento, Sacramento",[-121.441813     38.57366759]
"1100 10th Street, Central Sacramento, Sacramento",[-121.49062564   38.57628079]
"5400 M Street, Central Sacramento, Sacramento",[-121.43945807   38.56324827]
"3800 1st Avenue, Southeastern Sacramento, Sacramento",[-121.46404793   38.5537182 ]
"2400 Castro Way, Southeastern Sacramento, Sacramento",[-121.48289069   38.55359431]
"5200 Riverside Boulevard, Southwestern Sacramento, Sacramento",[-121.51769125   38.53142706]
"3200 Merced Falls Road, Snelling",[-120.49519679   37.44379192]
"700 West Acacia Street, Salinas",[-121.67794      36.66990869]
"100 Sherwood Drive, Salinas",[-121.656932     36.68781059]
"16300 Castello Knolls Drive, Prunedale",[-121.74466117   36.74497798]
"10600 Seymour Street, Castroville",[-121.75607352   36.76601181]
"13000 Luber Street, Salinas",[-121.65159783   36.728706  ]
"18400 Northridge Drive, Salinas",[-121.65455576   36.72598195]
"1200 Paseo Grande, Salinas",[-121.60112133   36.6896685 ]
"1200 Nogal Drive, Salinas",[-121.61534641   36.69263288]
"800 East Laurel Drive, Salinas",[-121.62191815   36.69384788]
"23700 Parker Road, Salinas",[-121.63345155   36.5502201 ]
"27700 River Road, Salinas",[-121.50714968   36.49196075]
"100 11th Street, Greenfield",[-121.2451949   36.3182458]
"400 Riverview Drive, Auburn",[-121.06261936   38.8855181 ]
"4700 Knightswood Way, Johnson Ranch, Granite Bay",[-121.20633761   38.72339091]
"600 Cinnabar Court, Diamond Oaks, Roseville",[-121.27959458   38.76445747]
"1600 Corbridge Drive, Woodcreek Oaks, Roseville",[-121.34227668   38.76281389]
"2500 Country Club Drive, Woodcreek Oaks, Roseville",[-121.32226888   38.75860447]
"32300 Stonewall Canyon Road, Soledad",[-121.28703511   36.4720805 ]
"0 Junipero Street, Northwest Carmel, Carmel-by-the-Sea",[-121.92273894   36.55923976]
"3100 Forest Lake Road, Pebble Beach, Del Monte Forest",[-121.94504157   36.58839068]
"100 Dewey Street, Pacific Grove",[-121.91255764   36.62244414]
"500 Hawthorne Street, Monterey",[-121.90459687   36.61097393]
"Indian Street, Marina",[-121.78511186   36.67077953]
"Pleasant Grove Creek Trail (South Branch), Quail Glen, Roseville",[-121.33693411   38.78422557]
"1000 South Bluff Drive, Kaseberg - Kingswood, Roseville",[-121.30598005   38.76574525]
"5700 Foothill Road, Rocklin",[-121.219328     38.77868332]
"3900 Clover Valley Road, Rocklin",[-121.23569229   38.8335677 ]
"6300 Rainier Avenue, Rocklin",[-121.25465129   38.77882438]
"Cemetery Road, Yountville",[-122.36925956   38.39371583]
"4100 Network Circle, Santa Clara",[-121.951006     37.39727354]
"1300 Dayton Street, Salinas",[-121.63723298   36.65419912]
"700 Seymour Street, Napa",[-122.29844795   38.29351943]
"2000 Seville Court, Napa",[-122.25947647   38.28868806]
"1700 Action Avenue, Napa",[-122.28590495   38.30357029]
"4000 Tall Grass Drive, Napa",[-122.34481249   38.30999744]
"5500 King Road, Loomis",[-121.20082251   38.82467498]
"6200 Butler Road, Penryn",[-121.18820388   38.86284579]
"4900 Gladding Road, Lincoln",[-121.27297906   38.96931487]
"300 Ferguson Road, Auburn",[-121.05693299   38.92087278]
"Heather Glen Drive, Colfax",[-120.98805189   38.99881909]
"100 Brookside Drive, Angwin",[-122.42363254   38.55330828]
"23500 Shadow Drive, Auburn",[-121.03815246   39.06829923]
"1400 Rose Glen Drive, East Roseville Parkway, Roseville",[-121.2391682    38.76455792]
"6100 Big Bend Drive, Stanford, Roseville",[-121.28027836   38.78998386]
"2100 Colonnade Drive, Lincoln",[-121.25747199   38.85633727]
"400 Bullion Mine Court, Lincoln",[-121.28264885   38.87301088]
"10900 Beacon Road, Truckee",[-120.21615716   39.35573894]
"18900 Dry Gulch Draw, Grass Valley",[-121.17731629   39.11001341]
"11100 Peaceful Valley Road, Nevada City",[-121.02701676   39.25608608]
"Holesapple Road, Fairfield",[-122.09214336   38.29298369]
"4600 Green Valley Road, Fairfield",[-122.18276615   38.24501964]
"2500 Hilborn Road, Fairfield",[-122.05929508   38.27457737]
"4900 Couples Circle, Fairfield",[-122.02574773   38.30029048]
"2300 White Drive, Fairfield",[-121.97840005   38.29626881]
"200 Beck Avenue, Fairfield",[-122.0653073    38.23091027]
"42800 Newport Drive, Grimmer, Fremont",[-121.9527664   37.5189769]
"3700 North Monitor Circle, Lincoln Village West, Stockton",[-121.35919209   38.00068282]
"600 Woodside Drive, Woodside Hills, Woodside",[-122.25658307   37.44516029]
"Cypress Ridge Road, Redwood City",[-122.36013135   37.4462464 ]
"700 Coleman Avenue, Menlo Park",[-122.16056816   37.4618162 ]
"1300 Gateway Boulevard, Fairfield",[-122.04950157   38.26489879]
"2000 Thrush Way, Fairfield",[-122.02085486   38.265996  ]
"3800 Gum Tree Road, Suisun City",[-121.95093525   38.14553101]
"0 Travis Avenue, Travis Air Force Base, Fairfield",[-121.94550221   38.27302309]
"100 Carlton Avenue, Vacaville",[-121.94403012   38.3402645 ]
"600 Youngsdale Drive, Vacaville",[-121.96534      38.32442164]
"5500 Vanden Road, Vacaville",[-121.94079772   38.32153377]
"400 Shannon Drive, Vacaville",[-121.97203208   38.37505717]
"1700 Balsa Avenue, Doerr - Steindorf, San Jose",[-121.91598048   37.27394997]
"2300 Pamela Lane, Modesto",[-121.03795887   37.67616527]
"2300 Stratford Drive, Cambrian, San Jose",[-121.94183662   37.25792886]
"Redding Road, Sonoma",[-122.4537492   38.1184023]
"200 Ely Road North, Petaluma",[-122.6473046    38.27419767]
"0 Payran Street, Petaluma",[-122.64754335   38.2500805 ]
"600 Cavanaugh Lane, Petaluma",[-122.67212742   38.25175203]
"5400 Lichau Road, Penngrove",[-122.63013702   38.34434348]
"2400 Payne Avenue, Modesto",[-120.95332321   37.61803752]
"8500 Dusty Lane, Modesto",[-120.85626132   37.64917163]
"1600 East Grayson Road, Ceres",[-120.94001291   37.5643655 ]
"4500 South Central Avenue, Turlock",[-120.94236645   37.48888518]
"0 West Hedding Street, Central San Jose, San Jose",[-121.9024651    37.34767955]
"1600 Emory Street, Central San Jose, San Jose",[-121.92766244   37.32824407]
"200 North 26th Street, Central San Jose, San Jose",[-121.87050636   37.35130579]
"700 Banff Street, Central San Jose, San Jose",[-121.85897791   37.342258  ]
"700 Vine Street, Central San Jose, San Jose",[-121.88686016   37.32365768]
"400 Lincoln Avenue, Central San Jose, San Jose",[-121.90903167   37.31779829]
"7000 Blue Gum Avenue, Modesto",[-121.1572491    37.67582516]
"3000 Caminito Avenue, Yuba City",[-121.62224809   39.08880147]
"3200 Fruitridge Road, Yuba City",[-121.67729431   39.15792054]
"4300 La Torre Avenue, South San Jose, San Jose",[-121.81451129   37.28097776]
"Unnamed Road, Sutter",[-121.85132825   39.20738347]
"3100 Oakbridge Drive, East San Jose, San Jose",[-121.82078837   37.31274369]
"800 Jackson Street, Chinatown, San Francisco",[-122.4095359   37.7946578]
"500 Geary Street, Tenderloin, San Francisco",[-122.4122101   37.7870404]
"300 McAllister Street, Civic Center, San Francisco",[-122.41814124   37.77965224]
"100 Magnolia Street, Marina District, San Francisco",[-122.43140021   37.80048214]
"2800 Scottsdale Court, East San Jose, San Jose",[-121.80139553   37.31814168]
"2400 Elkins Way, Evergreen, San Jose",[-121.78720288   37.3065382 ]
"3700 Carick Place Way, East San Jose, San Jose",[-121.80991964   37.301344  ]
"2200 Lanai Avenue, East San Jose, San Jose",[-121.83824696   37.32923939]
"2100 Cinderella Lane, East San Jose, San Jose",[-121.83911108   37.34583862]
"500 Ripley Drive, Alum Rock, San Jose",[-121.86204375   37.3646085 ]
"500 Rainwell Drive, Alum Rock, San Jose",[-121.84458795   37.37774555]
"500 Dutton Avenue, Southwest Santa Rosa, Santa Rosa",[-122.72644707   38.42703103]
"Unnamed Road, Caspar",[-123.68473134   39.32432105]
"2400 Octavia Street, Pacific Heights, San Francisco",[-122.42707664   37.792539  ]
"2600 Broadway, Pacific Heights, San Francisco",[-122.43854227   37.79385053]
"2100 Divisadero Street, Pacific Heights, San Francisco",[-122.44162886   37.78975086]
"1800 Scott Street, Western Addition, San Francisco",[-122.4398487   37.7867919]
"700 Presidio Avenue, Western Addition, San Francisco",[-122.45065324   37.78439418]
"900 Remillard Court, Central San Jose, San Jose",[-121.85951315   37.32591275]
"Eastern Route Trail, Santa Rosa",[-122.68599361   38.40650235]
"5400 Alta Monte Drive, Santa Rosa",[-122.65934483   38.39421827]
"0 Stoneybrook Avenue, Excelsior, San Francisco",[-122.42353867   37.72887386]
"Spring Creek Trail, Santa Rosa",[-122.66560698   38.45086457]
"6400 Cottage Ridge Road, Santa Rosa",[-122.74756484   38.53124537]
"2300 Wyatt Court, Santa Rosa",[-122.75879885   38.46156174]
"500 Yosemite Drive, Milpitas",[-121.89882746   37.42116081]
"1500 Larkwood Court, Milpitas",[-121.91554506   37.44992967]
"200 Bacon Street, Excelsior, San Francisco",[-122.40526963   37.72842444]
"500 Moscow Street, Excelsior, San Francisco",[-122.429021     37.71990938]
"200 Naglee Avenue, Outer Mission, San Francisco",[-122.45429271   37.7116    ]
"13700 Westboro Drive, Alum Rock, San Jose",[-121.82713183   37.35932039]
"0 McLaren Avenue, Sea Cliff, San Francisco",[-122.48575531   37.78672094]
"1100 Golden Gate Avenue, Western Addition, San Francisco",[-122.42914085   37.77977469]
"300 Hayes Street, Civic Center, San Francisco",[-122.42373218   37.77748055]
"100 Noe Street, The Castro, San Francisco",[-122.43144775   37.76788592]
"1100 Folsom Street, South of Market, San Francisco",[-122.40853715   37.77695077]
"300 Church Street, Mission District, San Francisco",[-122.42995277   37.76515585]
"700 Guerrero Street, Mission Dolores, San Francisco",[-122.42377527   37.75937355]
"1600 Church Street, Noe Valley, San Francisco",[-122.426613     37.74552208]
"10700 Crothers Road, Alum Rock, San Jose",[-121.7849958    37.37394081]
"1400 Bob White Place, North San Jose, San Jose",[-121.87793664   37.38379779]
"1700 Bethany Avenue, North San Jose, San Jose",[-121.87103909   37.40363182]
"1300 Chewpon Avenue, Milpitas",[-121.8761388    37.42242327]
"1700 Vegas Avenue, Milpitas",[-121.90706523   37.45844492]
"7500 Winona Lane, Sebastopol",[-122.84092883   38.41188908]
"11600 Graton Road, Sebastopol",[-122.88173124   38.41789258]
"17000 Sweetwater Springs Road, Guerneville",[-123.00369389   38.53112323]
"1500 Balboa Street, Richmond District, San Francisco",[-122.47609367   37.77735008]
"1300 Wright Loop, Presidio, San Francisco",[-122.464495     37.79534969]
"400 Moraga Street, Sunset District, San Francisco",[-122.4695651    37.75608748]
"600 Panorama Drive, Midtown Terrace, San Francisco",[-122.45238518   37.75142425]
"0 Avoca Alley, West of Twin Peaks, San Francisco",[-122.45024472   37.73810248]
"1300 22nd Avenue, Sunset District, San Francisco",[-122.4807997   37.762484 ]
"100 Font Boulevard, Lakeshore, San Francisco",[-122.47835947   37.71668065]
"200 3rd Avenue, Richmond District, San Francisco",[-122.46172409   37.78557773]
"8700 Mission Rock Street, South of Market, San Francisco",[-122.39386143   37.77266413]
"200 John F Kennedy Drive, Golden Gate Park, San Francisco",[-122.47302061   37.7698052 ]
"2400 Delaware Avenue, Pacific, Stockton",[-121.32768935   37.96736694]
"Tasman Drive, Santa Clara",[-121.96518943   37.40068114]
"0 Rose Orchard Way, North San Jose, San Jose",[-121.94520989   37.41438644]
"2300 Lafayette Street, Santa Clara",[-121.95901577   37.36533241]
"1000 Morris Court, Central San Jose, San Jose",[-121.9347426   37.3470989]
"2400 Moraine Drive, Santa Clara",[-121.98809678   37.36831991]
"1100 Block Drive, Santa Clara",[-121.96133244   37.34642033]
"2300 Kenwood Avenue, Central San Jose, San Jose",[-121.94154278   37.33324594]
"300 Kiely Boulevard, West San Jose, San Jose",[-121.98395455   37.3208348 ]
"1400 Essex Way, West San Jose, San Jose",[-121.95793689   37.29809489]
"4600 Alex Drive, West San Jose, San Jose",[-121.98704823   37.27986415]
"4200 Semallon Drive, Modesto",[-121.00364438   37.69934731]
"3300 West Cherry Creek Road, Cloverdale",[-123.09819497   38.769236  ]
"1400 East G Street, Oakdale",[-120.83269232   37.77119235]
"6100 Coffee Road, Modesto",[-120.94227086   37.7262819 ]
"1200 Jill Lane, Modesto",[-120.93998509   37.65485791]
"1900 Walnut Tree Drive, Modesto",[-120.95126637   37.67214106]
"3100 East Fremont Street, Stockton",[-121.25676331   37.96820162]
"1600 South B Street, Park, Stockton",[-121.25629744   37.93035263]
"1900 South Monroe Street, Seaport, Stockton",[-121.2891188    37.92885855]
"700 Houston Avenue, Seaport, Stockton",[-121.30700477   37.92080829]
